sum_tran_amt,sum_principal_amt,sum_interest_amt,number_of_transactions
1.032617600642138,1.0365603198358957,-0.05719506443878594,1.119722923467169
-0.25876964906296557,-0.25421945842999294,-0.4545612333727424,1.2307337051067713
-0.149982648125895,-0.14691657749855036,-0.3000359070792244,1.1937301112269039
-0.13830898947938638,-0.1333766896321775,-0.4545612333727424,1.4527552683859757
-0.5021171239917805,-0.4984493618569726,-0.44522532824250904,-0.7304567705262017
-0.6521715655720574,-0.6488692719514036,-0.4545612333727424,0.2686402642302185
-0.3589853304015746,-0.3566533657061389,-0.29402658883447647,0.009615107071146567
-0.009673349938994052,-0.004717903380398935,-0.4220465292984813,1.1937301112269039
0.5282190580372648,0.5317939607218155,-0.16128504117816966,1.489758862265843
-0.9407929304289849,-0.9384175954478754,-0.4535954500834079,-1.3595178664839478
0.865789001768196,0.865051262696008,0.2934915788440035,0.5276654213892904
1.1907292599214856,1.1765588733250425,1.5240067987105113,0.49066182750942294
-0.7885073372557863,-0.7879760906359542,-0.25700489607665444,-0.8044639582859365
1.9238930176685167,1.9312574115610217,-0.1074157954841793,1.2307337051067713
0.9950425765965258,1.0035699428983245,-0.4545612333727424,1.119722923467169
0.6927012755822144,0.7000384046881805,-0.43503094907731166,1.119722923467169
1.0753007208999223,1.076448303595345,0.19036738539395442,1.0827193295873017
0.7563346813705863,0.7578296795245285,0.07940961637485879,0.3796510458698207
0.2699474328960892,0.27433919824832054,-0.2994993608073719,0.19463307647048364
-0.18661937289207742,-0.18184031679024637,-0.4545612333727424,1.4527552683859757
-0.6036117287746865,-0.6001554001259479,-0.4545612333727424,-1.026485521565141
-0.3481739953843394,-0.3485337519298133,-0.06374092895538636,-0.4714316133671298
-0.040458683382308826,-0.03660059833847116,-0.33759414610889893,0.7496869846684948
-0.4544791250829724,-0.456760124603338,0.07007371124462543,-0.1383992684483231
0.7225660373978026,0.7295710862723161,-0.39897503960882413,1.304740892866506
2.9054515660364104,2.9050826292803404,0.8088979275855086,2.118819958223589
0.4126778218013029,0.4095564272296311,0.3850263728220389,-0.28641364396779273
0.13081955606911796,0.13660554954064852,-0.4545612333727424,-1.026485521565141
-0.34498428433861267,-0.34077997807332205,-0.448444605873624,1.119722923467169
0.09402201617677144,0.09949058156244396,-0.43760637118220364,1.119722923467169
1.123678216136918,1.1262851007302928,0.0848823883477542,0.67567979690876
0.30864942908568593,0.31499951072742066,-0.4545612333727424,1.304740892866506
-0.31999715926305616,-0.3165125967243037,-0.38094708487458034,-0.3604208317275276
-0.8431388947614779,-0.8442747894104775,-0.130809212936948,-0.9154747399255387
-0.6859592034573802,-0.6851865056599692,-0.24992248528820152,-0.6934531766463343
0.7275031883971232,0.7250997094743394,0.40294701830191215,1.2307337051067713
0.9145704342118558,0.9151586289383329,0.19455244631440388,-0.1754028623281905
0.32324435148070246,0.32348369414608125,0.06556672256106448,0.19463307647048364
-0.4584159300219024,-0.4561808780636002,-0.3124837805862022,-0.1754028623281905
0.03930308667340029,0.04424113200244583,-0.4074524707040935,1.2677372989866387
0.8114170277338717,0.7941215076831054,1.6776736509690653,-0.5084352072469972
0.7002494564252384,0.7078417193671493,-0.4545612333727424,0.9717085479476993
0.9094990595639258,0.9162027970428603,-0.3234293245319931,1.3787480806262409
-0.03578491463686318,-0.03061886159367803,-0.4468349670580665,1.4157516745061083
0.051302174354744844,0.05683593340924631,-0.4545612333727424,-0.6934531766463343
1.50774779028515,1.5179014915830764,-0.4545612333727424,1.119722923467169
0.8397622765463345,0.8392392239076885,0.2741759130573138,-0.24941005008792533
-0.019177903773541567,-0.013867712208758376,-0.4545612333727424,1.304740892866506
0.7936285955106204,0.8015170632847588,-0.4545612333727424,1.2677372989866387
-0.7172181184533356,-0.7143952664817514,-0.43148974368308524,-0.6934531766463343
1.2632074976488818,1.272402580934171,-0.43910870074339065,1.304740892866506
