,income,age,years_with_bank,nbr_children,marital_status_1,marital_status_2,marital_status_3,marital_status_4
0,0.15418459708287924,0.1843123709844537,0.4085392190797872,0.25859075767288664,0,1,0,0
1,-0.726524210283054,1.4930703664729232,-1.0874352743153162,-0.6482979558559694,0,1,0,0
2,-0.18836584311133026,-0.23449018757185658,1.5305200891261146,-0.6482979558559694,1,0,0,0
3,1.1237979056989014,0.603114929540764,-0.3394480276177645,-0.6482979558559694,1,0,0,0
4,0.9834792960218731,0.8648665286384578,1.9045137124748905,1.1654794712017427,0,0,0,1
5,-0.3174193107140948,0.5507646097212251,-0.3394480276177645,1.1654794712017427,0,1,0,0
6,-1.0241492638851,-1.3861972236017097,-1.0874352743153162,-0.6482979558559694,1,0,0,0
7,-0.9372274276400815,1.9118729250292334,1.5305200891261146,-0.6482979558559694,0,1,0,0
8,0.775659955035857,-0.07743922811324022,-1.0874352743153162,3.8861456117883106,0,0,0,1
9,-0.59057647573084,0.1843123709844537,0.782532842428563,0.25859075767288664,0,1,0,0
10,0.1397201546595247,-0.7056430659477055,1.5305200891261146,-0.6482979558559694,1,0,0,0
11,-1.0241492638851,-1.4385475434212485,-1.4614288976640921,-0.6482979558559694,1,0,0,0
12,-0.23009192935440284,0.07961173134537612,-1.0874352743153162,-0.6482979558559694,0,1,0,0
13,-0.6241465991121458,-0.8626940254063219,0.4085392190797872,-0.6482979558559694,1,0,0,0
14,0.02806006641942326,0.4460639700821476,-1.0874352743153162,1.1654794712017427,0,1,0,0
15,-1.0241492638851,-1.4385475434212485,-1.4614288976640921,-0.6482979558559694,1,0,0,0
16,-0.5502923276732732,-0.07743922811324022,-1.0874352743153162,0.25859075767288664,0,0,0,1
17,-1.0241492638851,-1.333846903782171,-0.7134416509665403,-0.6482979558559694,1,0,0,0
18,-0.7378344129256147,1.2313187673752293,0.782532842428563,-0.6482979558559694,0,1,0,0
19,-0.07720142112249641,-1.2814965839626322,-0.3394480276177645,-0.6482979558559694,1,0,0,0
20,0.17018109882833363,0.3937136502626088,-1.4614288976640921,0.25859075767288664,0,1,0,0
21,-0.8818479892030013,1.9642232448487722,-1.4614288976640921,-0.6482979558559694,0,1,0,0
22,1.9917545722367678,0.8125162088189191,1.5305200891261146,-0.6482979558559694,0,1,0,0
23,-0.14573854550231655,0.1843123709844537,0.782532842428563,-0.6482979558559694,1,0,0,0
24,-0.15294823642984529,-0.02508890829370144,-0.7134416509665403,1.1654794712017427,0,0,0,1
25,-0.731570993932324,1.6501213259315395,0.034545595731011354,-0.6482979558559694,0,1,0,0
26,-0.8812622018151397,-1.072095304684477,-1.0874352743153162,0.25859075767288664,0,1,0,0
27,-0.6196856028507374,-0.7579933857672444,1.1565264657773389,0.25859075767288664,0,1,0,0
28,0.3575880023757839,0.7078155691798415,0.782532842428563,0.25859075767288664,0,1,0,0
29,-0.044036842855864185,1.1266181277361518,0.034545595731011354,-0.6482979558559694,0,1,0,0
30,0.07199412050905155,0.9172168484579966,-1.4614288976640921,-0.6482979558559694,0,1,0,0
31,2.4043741961328973,0.49841428990168635,-0.7134416509665403,0.25859075767288664,0,1,0,0
32,1.5261437200233021,-0.600942426308628,-1.0874352743153162,1.1654794712017427,0,1,0,0
33,0.6129011823468956,0.1843123709844537,0.782532842428563,0.25859075767288664,0,1,0,0
34,0.7778679228824127,-0.129789547932779,-1.4614288976640921,-0.6482979558559694,1,0,0,0
35,0.07280521073839853,-0.5485921064890893,-0.7134416509665403,1.1654794712017427,0,1,0,0
36,-1.0241492638851,-1.4385475434212485,1.1565264657773389,-0.6482979558559694,1,0,0,0
37,-0.04800217286600499,0.603114929540764,0.034545595731011354,0.25859075767288664,0,1,0,0
38,-0.43169291191542536,0.28901301062353124,1.5305200891261146,-0.6482979558559694,1,0,0,0
39,-0.0017249692249298658,-0.9150443452258608,0.034545595731011354,-0.6482979558559694,1,0,0,0
40,-0.5724170667071271,-0.3915411470304729,0.4085392190797872,-0.6482979558559694,0,1,0,0
41,0.9277393730384165,-0.6532927461281668,-1.4614288976640921,2.072368184730599,0,1,0,0
42,0.08186238496610651,0.49841428990168635,-0.7134416509665403,0.25859075767288664,0,1,0,0
43,-0.21143685407942223,-0.33919082721093413,0.782532842428563,1.1654794712017427,0,1,0,0
44,-0.5625488022500721,0.49841428990168635,-0.7134416509665403,-0.6482979558559694,1,0,0,0
45,-0.6631690512573951,2.06892388448785,-0.7134416509665403,-0.6482979558559694,0,1,0,0
46,0.07758163097788633,0.07961173134537612,0.034545595731011354,0.25859075767288664,0,1,0,0
47,-0.6829957013080992,-1.0197449848649383,-0.7134416509665403,0.25859075767288664,0,0,0,1
48,-0.25365860657376244,0.23666269080399246,1.1565264657773389,1.1654794712017427,0,0,1,0
49,1.0974374732451244,0.027261411525837338,-0.3394480276177645,0.25859075767288664,0,1,0,0
50,-1.0241492638851,-1.5432481830603262,0.4085392190797872,-0.6482979558559694,1,0,0,0
51,-1.0241492638851,-1.5432481830603262,0.4085392190797872,-0.6482979558559694,1,0,0,0
52,1.6841711330410727,0.7078155691798415,0.782532842428563,1.1654794712017427,0,1,0,0
53,-0.13091361853258557,0.6554652493603027,0.4085392190797872,0.25859075767288664,0,1,0,0
54,0.07875320575360975,0.1843123709844537,0.782532842428563,-0.6482979558559694,1,0,0,0
55,0.07388666437752785,1.074267807916613,-0.3394480276177645,-0.6482979558559694,1,0,0,0
56,0.5292237070192651,0.49841428990168635,-0.7134416509665403,0.25859075767288664,0,1,0,0
57,-0.7402676836136557,1.807172285390156,1.1565264657773389,-0.6482979558559694,1,0,0,0
58,1.3013365447892966,-0.18213986775231777,0.034545595731011354,-0.6482979558559694,1,0,0,0
59,-0.6936299954262041,-0.7579933857672444,1.1565264657773389,0.25859075767288664,0,1,0,0
60,0.2854910931004965,-0.3915411470304729,0.4085392190797872,2.072368184730599,0,1,0,0
61,-1.0241492638851,-1.4385475434212485,-1.4614288976640921,-0.6482979558559694,1,0,0,0
62,-0.3371558396282047,-0.7056430659477055,0.034545595731011354,-0.6482979558559694,1,0,0,0
63,-0.2472149453072836,0.9172168484579966,-1.4614288976640921,-0.6482979558559694,1,0,0,0
64,5.471647080113407,0.8125162088189191,0.4085392190797872,-0.6482979558559694,0,1,0,0
65,0.23236468307826907,-0.4438914668500117,-0.3394480276177645,-0.6482979558559694,1,0,0,0
66,0.2146558797375266,0.34136333044307005,1.9045137124748905,-0.6482979558559694,1,0,0,0
67,-0.7633386945817476,-0.3915411470304729,0.4085392190797872,1.1654794712017427,0,1,0,0
68,-1.0241492638851,-1.4385475434212485,1.1565264657773389,-0.6482979558559694,1,0,0,0
69,-0.5315020706934014,-1.2814965839626322,-0.3394480276177645,-0.6482979558559694,1,0,0,0
70,-0.3156168879822126,-0.07743922811324022,-1.0874352743153162,-0.6482979558559694,1,0,0,0
71,-0.3034955951103049,-0.6532927461281668,-1.4614288976640921,2.072368184730599,0,1,0,0
72,-0.8243056434876626,1.1789684475556905,0.4085392190797872,-0.6482979558559694,0,1,0,0
73,-0.46557845927481045,0.9172168484579966,-1.4614288976640921,-0.6482979558559694,0,1,0,0
74,-0.612791335901288,1.2313187673752293,0.782532842428563,-0.6482979558559694,0,1,0,0
75,-0.6893041808696868,-0.2868405073913953,1.1565264657773389,0.25859075767288664,0,1,0,0
76,-0.2600572072719442,-0.4438914668500117,0.034545595731011354,-0.6482979558559694,0,1,0,0
77,-0.6802019460736818,0.5507646097212251,-0.3394480276177645,-0.6482979558559694,0,1,0,0
78,-1.0241492638851,-1.4908978632407872,0.782532842428563,-0.6482979558559694,1,0,0,0
79,-0.9348392175203376,-0.7579933857672444,1.1565264657773389,-0.6482979558559694,1,0,0,0
80,2.6486925974395277,-0.07743922811324022,-1.0874352743153162,0.25859075767288664,0,1,0,0
81,0.11047584583473623,0.7078155691798415,0.782532842428563,0.25859075767288664,0,0,1,0
82,0.5755910317969344,-0.02508890829370144,-0.7134416509665403,-0.6482979558559694,1,0,0,0
83,-1.0241492638851,-1.4385475434212485,1.1565264657773389,-0.6482979558559694,1,0,0,0
84,0.017110348323238978,1.3883697268338457,1.9045137124748905,-0.6482979558559694,0,1,0,0
85,-0.19728783563414706,-0.23449018757185658,0.4085392190797872,1.1654794712017427,0,1,0,0
86,-0.44354384137755076,0.9695671682775354,-1.0874352743153162,-0.6482979558559694,0,1,0,0
87,0.764935539781158,0.5507646097212251,-0.3394480276177645,0.25859075767288664,0,1,0,0
88,1.4569306871190264,-0.6532927461281668,-1.4614288976640921,-0.6482979558559694,1,0,0,0
89,1.195444209291218,0.34136333044307005,1.9045137124748905,-0.6482979558559694,0,1,0,0
90,-0.6748847990146294,-0.07743922811324022,-1.0874352743153162,1.1654794712017427,0,0,0,1
91,-1.0241492638851,-1.5432481830603262,0.4085392190797872,-0.6482979558559694,1,0,0,0
92,-1.0241492638851,-1.4385475434212485,1.1565264657773389,-0.6482979558559694,1,0,0,0
93,0.08136671871483891,-0.129789547932779,-1.4614288976640921,-0.6482979558559694,1,0,0,0
94,-1.0241492638851,-1.3861972236017097,-1.0874352743153162,-0.6482979558559694,1,0,0,0
95,0.41373347047391407,0.07961173134537612,0.034545595731011354,-0.6482979558559694,1,0,0,0
